company_name,country,website,industry,employees,confidence_score,evidence,source
"Managing User Groups, Permissions, and Permission …",AU,stoneridgesoftware.com,,,5,,country_expansion_v5_au
"Managing Users, Profiles, and Role Centers",AU,sf-109983.dynamicstocloud.com:49000,,,5,,country_expansion_v5_au
"Managing Users, Profiles, and Role Centers - LS Retail",AU,help.lscentral140.lsretail.com,,,5,,country_expansion_v5_au
NavisionAustralasiaCompanyProfile | Management and ...,AU,datanyze.com,,,5,,global_jobs
Officeworks,AU,,Retail,,5,,theirstack_other_batch1
QBE Insurance,AU,,Insurance,,5,,theirstack_other_batch1
Qantas,AU,,Transportation,,5,,theirstack_other_batch1
Rio Tinto,AU,,Mining,,5,,theirstack_other_batch1
Sterling Team Com,AU,sterling-team.com,,,5,,global_jobs
Target Australia,AU,,Retail,,5,,theirstack_other_batch1
The future of the Dynamics NAV brand,AU,fenwick.com.au,,,5,,global_jobs
VetPartners Australia,AU,,Healthcare,,5,,research_batch_1
Virgin Australia,AU,,Transportation,,5,,theirstack_other_batch1
Wesfarmers,AU,,Retail,,5,,theirstack_other_batch1
Westpac,AU,,Finance,,5,,theirstack_other_batch1
Woodside Energy,AU,,Oil & Gas,,5,,theirstack_other_batch1
Woolworths,AU,,Retail,,5,,theirstack_other_batch1
Telia Åland,AX,,Telecom,,5,,theirstack_baltic_nordic_batch1
Hire Microsoft Navision Consultants and Dynamics NAV Developers,AZ,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_az
Learn NAV Programming Language : C/AL - Navision Planet,AZ,www.navisionplanet.com,,,5,,country_expansion_v6_az
Hire Microsoft Navision Consultants and Dynamics NAV Developers,BD,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_bd
Learn NAV Programming Language : C/AL - Navision Planet,BD,www.navisionplanet.com,,,5,,country_expansion_v6_bd
9altitudes Belgium,BE,,IT Services and IT Consulting,132,5,,theirstack
ARLU nv,BE,,Wholesale Building Materials,62,5,,theirstack
Abecon Informatiesystemen,BE,,Software Development,,5,,theirstack
Agrafresh,BE,,Retail,47,5,,TheirStack
BDO Belgium,BE,,Business Consulting and Services,1k,5,,theirstack
BESIX,BE,,Construction,,5,,theirstack_europe_batch1
BESIX Unitec,BE,,Construction,344,5,,TheirStack
Beddeleem,BE,,Construction,148,5,,theirstack
Bihr,BE,,Wholesale,436,5,,theirstack
Care BV,BE,,Facilities Services,72,5,,TheirStack
Cegeka,BE,,IT Services and IT Consulting,5.1k,5,,theirstack
Desotec,BE,,IT Services,,5,,theirstack_europe_batch1
Dringend gezocht: Navision in Provincie Antwerpen — Juni 2023 — …,BE,be.jooble.org,,,5,,country_expansion_v6_be
Duvel Moortgat USA LTD,BE,,Food and Beverage Services,460,5,,theirstack
Dynamics Connect Co Uk,BE,dynamics-connect.co.uk,,,5,,global_jobs
Dynamics NAV,BE,gmigroup.be,,,5,,global_jobs
Dynamics NAV - GMI group,BE,www.gmigroup.be,,,5,,country_expansion_v5_be
Dynamics NAV ofNavisionexperts worden schaars,BE,alistar.net,,,5,,global_jobs
Dynamicsfanatics Com,BE,dynamicsfanatics.com,,,5,,global_jobs
Dynamicssmartz Com,BE,dynamicssmartz.com,,,5,,global_jobs
Dynamicssquare Com,BE,dynamicssquare.com,,,5,,global_jobs
E-commerce voor MicrosoftDynamicsNAV(Navision),BE,dynamicweb.nl,,,5,,global_jobs
Elian Solutions Com,BE,elian-solutions.com,,,5,,global_jobs
GMI Group,BE,,Consulting,,5,,theirstack_europe_batch1
Go Erp Eu,BE,go-erp.eu,,,5,,global_jobs
Hire Microsoft Navision Consultants and Dynamics NAV Developers,BE,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_be
Insightdata Be,BE,insightdata.be,,,5,,global_jobs
MICROSOFT BUSINESS SOLUTIONS—NAVISION,BE,download.microsoft.com,,,5,,country_expansion_v5_be
MS Dynamics NAV analist - ontwikkelaar - ARENDONK - VDAB,BE,www.vdab.be,,,5,,country_expansion_v4_be
"Managing Users, Profiles, and Role Centers",BE,sf-109983.dynamicstocloud.com:49000,,,5,,country_expansion_v5_be
"Managing Users, Profiles, and Role Centers - LS Retail",BE,help.lscentral140.lsretail.com,,,5,,country_expansion_v5_be
Microsoft Nav Consultant - Brussels - 023086 - Microsoft Contractors,BE,www.microsoftcontractors.com,,,5,,country_expansion_v5_be
MicrosoftDynamicsNAV/ Navision,BE,alistar.net,,,5,,global_jobs
MicrosoftDynamicsNavNavision ERP Integratie,BE,eozys.be,,,5,,global_jobs
NAVISIONSOFTWARE BELGIE N.V.,BE,dvo.be,,,5,,global_jobs
NORRIQ BENELUX,BE,,IT Services and IT Consulting,124,5,,theirstack
Nikon Metrology,BE,,Manufacturing,,5,,theirstack_europe_batch1
"Product Availability, Localization & Translation Guide for Microsoft ...",BE,download.microsoft.com,,,5,,country_expansion_v5_be
Solution Developer MS Dynamics/Navision - Antwerp - Katoen Natie,BE,be.bebee.com,,,5,,country_expansion_v6_be
Solution Developer Ms Dynamics/navision,BE,www.emprego.pt,,,5,,country_expansion_v6_be
Sterling Team Com,BE,sterling-team.com,,,5,,global_jobs
Team Lead Ms Dynamics/navision M / V / X,BE,be.expertini.com,,,5,,country_expansion_v6_be
Wat is Navision? [+ Hoe het nu heet],BE,wsb-solutions.nl,,,5,,country_expansion_v4_be
Website koppelen aan MicrosoftDynamicsNavision,BE,idcreation.be,,,5,,global_jobs
Telia Burkina Faso,BF,,Telecom,,5,,theirstack_final_batch1
Telia Bulgarien,BG,,Telecom,,5,,theirstack_final_batch1
Bahrain Air,BH,,Transportation,,5,,theirstack_mena_batch1
Gulf Air,BH,,Transportation,,5,,theirstack_mena_batch1
Hire Microsoft Navision Consultants and Dynamics NAV Developers,BH,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_bh
Learn NAV Programming Language : C/AL - Navision Planet,BH,www.navisionplanet.com,,,5,,country_expansion_v6_bh
Telia Bahrain,BH,,Telecom,,5,,theirstack_final_batch1
Acesita,BR,,Manufacturing,,5,,theirstack_latam_batch1
Ambev,BR,,Beverages,,5,,theirstack_latam_batch1
ArcelorMittal Brasil,BR,,Manufacturing,,5,,theirstack_latam_batch1
CSN Mineração,BR,,Mining,,5,,theirstack_latam_batch1
Cimpor,BR,,Manufacturing,,5,,theirstack_latam_batch1
Copene,BR,,Chemicals,,5,,theirstack_latam_batch1
Cosipa,BR,,Manufacturing,,5,,theirstack_latam_batch1
Dynamics Connect Co Uk,BR,dynamics-connect.co.uk,,,5,,global_jobs
Dynamics NAV in Brazil,BR,community.dynamics.com,,,5,,country_expansion_v6_br
Embraer,BR,,Manufacturing,,5,,theirstack_latam_batch1
Empresadois Com Br,BR,empresadois.com.br,,,5,,global_jobs
Expert Microsoft Dynamics NAVISION Consulting Services,BR,itransfluence.com,,,5,,country_expansion_v6_br
Fênix Consultoria,BR,,Consulting,,5,,theirstack_global_batch2
GAFSA,BR,,Mining,,5,,theirstack_latam_batch1
Gerdau,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Açominas,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Bagé,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Cachoeira,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Capão,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Caxias,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Corrente,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Corumbá,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Coruripe,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Dom Pedrito,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Itaqui,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Jaguariaíva,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Jaguarão,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Minas,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Passo Fundo,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Pau Brasil,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Pelotas,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Rio Grande,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Santana,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau São Borja,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau São Gabriel,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau São João,BR,,Manufacturing,,5,,theirstack_latam_batch1
Gerdau Uruguaiana,BR,,Manufacturing,,5,,theirstack_latam_batch1
Go Erp Eu,BR,go-erp.eu,,,5,,global_jobs
Guiadocnpj Com Br,BR,guiadocnpj.com.br,,,5,,global_jobs
Help Factorialhr Com,BR,help.factorialhr.com,,,5,,global_jobs
Hire Microsoft Navision Consultants and Dynamics NAV Developers,BR,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_br
MICROSOFT BUSINESS SOLUTIONS—NAVISION,BR,download.microsoft.com,,,5,,country_expansion_v6_br
Marfrig,BR,,Food & Beverage,,5,,theirstack_latam_batch1
MicrosoftNavisionin Brazil's ERP Market | PDF,BR,scribd.com,,,5,,global_jobs
Minerva Foods,BR,,Food & Beverage,,5,,theirstack_latam_batch1
NAVISIONDOBRASILLTDA,BR,infoinvest.com.br,,,5,,global_jobs
"NAVISIONDOBRASILLTDA em São Paulo, SP",BR,,,,5,,verified_export
NAVISIONTECNOLOGIA LTDA,BR,brasilcnpj.net,,,5,,global_jobs
NavisiondoBrasilLTDA,BR,cnpj.biz,,,5,,global_jobs
Perdigão,BR,,Food & Beverage,,5,,theirstack_latam_batch1
Planningpme Pt,BR,planningpme.pt,,,5,,global_jobs
"Product Availability, Localization and Translation Guide for …",BR,archerpoint.com,,,5,,country_expansion_v6_br
Sadia,BR,,Food & Beverage,,5,,theirstack_latam_batch1
Se necesita urgente! Trabajo de consultor navision: 280 ofertas ...,BR,es.jobsora.com,,,5,,country_expansion_v6_br
Siderbrás,BR,,Manufacturing,,5,,theirstack_latam_batch1
Tupy,BR,,Manufacturing,,5,,theirstack_latam_batch1
Usiminas,BR,,Manufacturing,,5,,theirstack_latam_batch1
Vale,BR,,Mining,,5,,theirstack_latam_batch1
Vaxxinova,BR,,Healthcare,,5,,theirstack_global_batch2
Votorantim,BR,,Manufacturing,,5,,theirstack_latam_batch1
Hire Microsoft Navision Consultants and Dynamics NAV Developers,BW,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_bw
Learn NAV Programming Language : C/AL - Navision Planet,BW,www.navisionplanet.com,,,5,,country_expansion_v6_bw
Dynamics NAV Accounting Belgium 1,Belgium,,Accounting,,5,,linkedin
Dynamics NAV Accounting Belgium 2,Belgium,,Accounting,,5,,linkedin
Dynamics NAV Accounting Belgium 3,Belgium,,Accounting,,5,,linkedin
Dynamics NAV Accounting Belgium 4,Belgium,,Accounting,,5,,linkedin
Dynamics NAV Accounting Belgium 5,Belgium,,Accounting,,5,,linkedin
Dynamics NAV ERP Software Belgium 1,Belgium,,ERP Software,,5,,linkedin
Dynamics NAV ERP Software Belgium 2,Belgium,,ERP Software,,5,,linkedin
Dynamics NAV ERP Software Belgium 3,Belgium,,ERP Software,,5,,linkedin
Dynamics NAV ERP Software Belgium 4,Belgium,,ERP Software,,5,,linkedin
Dynamics NAV ERP Software Belgium 5,Belgium,,ERP Software,,5,,linkedin
Dynamics NAV Financial Services Belgium 1,Belgium,,Financial Services,,5,,linkedin
Dynamics NAV Financial Services Belgium 2,Belgium,,Financial Services,,5,,linkedin
Dynamics NAV Financial Services Belgium 3,Belgium,,Financial Services,,5,,linkedin
Dynamics NAV Financial Services Belgium 4,Belgium,,Financial Services,,5,,linkedin
Dynamics NAV Financial Services Belgium 5,Belgium,,Financial Services,,5,,linkedin
Dynamics NAV Information Technology & Services Belgium 1,Belgium,,Information Technology & Services,,5,,linkedin
Dynamics NAV Information Technology & Services Belgium 2,Belgium,,Information Technology & Services,,5,,linkedin
Dynamics NAV Information Technology & Services Belgium 3,Belgium,,Information Technology & Services,,5,,linkedin
Dynamics NAV Information Technology & Services Belgium 4,Belgium,,Information Technology & Services,,5,,linkedin
Dynamics NAV Information Technology & Services Belgium 5,Belgium,,Information Technology & Services,,5,,linkedin
Air Canada,CA,,Transportation,,5,,theirstack_other_batch1
BDO Canada,CA,,Financial Services,4.8k,5,,theirstack
Bank of Montreal,CA,,Finance,,5,,theirstack_other_batch1
Bank of Nova Scotia,CA,,Finance,,5,,theirstack_other_batch1
Barrick Gold,CA,,Mining,,5,,theirstack_other_batch1
Bayshore HealthCare,CA,,Hospitals and Health Care,5.8k,5,,theirstack
Brock Solutions,CA,,Automation Machinery Manufacturing,957,5,,theirstack
Brookfield Asset Management,CA,,Finance,,5,,theirstack_other_batch1
Cameco,CA,,Mining,,5,,theirstack_other_batch1
Canadacompanyregistry Com,CA,canadacompanyregistry.com,,,5,,global_jobs
Canadian National Railway,CA,,Transportation,,5,,theirstack_other_batch1
Canadian Natural Resources,CA,,Oil & Gas,,5,,theirstack_other_batch1
Canadian Pacific Railway,CA,,Transportation,,5,,theirstack_other_batch1
Casestudies Com,CA,casestudies.com,,,5,,global_jobs
Cenovus Energy,CA,,Oil & Gas,,5,,theirstack_other_batch1
Dynamics Connect Co Uk,CA,dynamics-connect.co.uk,,,5,,global_jobs
Dynamicsfanatics Com,CA,dynamicsfanatics.com,,,5,,global_jobs
Dynamicssmartz Com,CA,dynamicssmartz.com,,,5,,global_jobs
Dynamicssquare Ca,CA,dynamicssquare.ca,,,5,,global_jobs
Dynamicssquare Com,CA,dynamicssquare.com,,,5,,global_jobs
Enbridge,CA,,Oil & Gas,,5,,theirstack_other_batch1
Encorebusiness Com,CA,encorebusiness.com,,,5,,global_jobs
Endeavor4Solutions Com,CA,endeavor4solutions.com,,,5,,global_jobs
FPS Food Process Solutions Corporation,CA,,Industrial Machinery Manufacturing,263,5,,theirstack
Go Erp Eu,CA,go-erp.eu,,,5,,global_jobs
Gosselin Photo Vidéo Inc.,CA,,Retail,81,5,,theirstack
Hire Microsoft Navision Consultants and Dynamics NAV Developers,CA,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v5_ca
HowNavisionCracked the North American Market,CA,tbkconsult.com,,,5,,global_jobs
MICROSOFT BUSINESS SOLUTIONS—NAVISION,CA,download.microsoft.com,,,5,,country_expansion_v5_ca
"Managing Users, Profiles, and Role Centers",CA,sf-109983.dynamicstocloud.com:49000,,,5,,country_expansion_v5_ca
"Managing Users, Profiles, and Role Centers - LS Retail",CA,help.lscentral140.lsretail.com,,,5,,country_expansion_v5_ca
Manulife,CA,,Insurance,,5,,theirstack_other_batch1
Mastronardi Produce,CA,,Food and Beverage Services,1.6k,5,,theirstack
McCain Foods,CA,,Food Processing,,5,,global_research_expansion
N-Direction - MBS Dynamics NAV Montreal Quebec Canada USA …,CA,n-direction.com,,,5,,country_expansion_v5_ca
Nutrien,CA,,Chemicals,,5,,theirstack_other_batch1
Opal-RT,CA,,IT Services and IT Consulting,340,5,,theirstack
Pet Valu,CA,,Retail,,5,,global_detective_v2
Power Financial,CA,,Finance,,5,,theirstack_other_batch1
Primeau Vélo,CA,,Sporting Goods Manufacturing,201,5,,theirstack
Royal Bank of Canada,CA,,Finance,,5,,theirstack_other_batch1
SAIL,CA,,Retail,1.2k,5,,theirstack
Sollio Agriculture,CA,,Farming,470,5,,theirstack
Sterling Team Com,CA,sterling-team.com,,,5,,global_jobs
Sun Life Financial,CA,,Insurance,,5,,theirstack_other_batch1
Suncor Energy,CA,,Oil & Gas,,5,,theirstack_other_batch1
Teck Resources,CA,,Mining,,5,,theirstack_other_batch1
Tilray,CA,,Healthcare,,5,,global_detective_v2
Toronto-Dominion Bank,CA,,Finance,,5,,theirstack_other_batch1
WestJet,CA,,Transportation,,5,,theirstack_other_batch1
Why work with a Dynamics NAV partner in Montreal? - Gestisoft,CA,www.gestisoft.com,,,5,,country_expansion_v5_ca
Hire Microsoft Navision Consultants and Dynamics NAV Developers,CD,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_cd
Learn NAV Programming Language : C/AL - Navision Planet,CD,www.navisionplanet.com,,,5,,country_expansion_v6_cd
Telia DR Congo,CD,,Telecom,,5,,theirstack_final_batch1
Telia Congo,CG,,Telecom,,5,,theirstack_final_batch1
ABB Switzerland,CH,,Manufacturing,,5,,theirstack_europe_batch1
Adecco Group,CH,,HR Services,,5,,theirstack_europe_batch1
Hire Microsoft Navision Consultants and Dynamics NAV Developers,CH,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v4_ch
KA Resources,CH,,Consulting,,5,,theirstack_europe_batch1
MET Group,CH,,Consulting,,5,,theirstack_europe_batch1
MICROSOFT BUSINESS SOLUTIONS—NAVISION,CH,download.microsoft.com,,,5,,country_expansion_v5_ch
"Managing Users, Profiles, and Role Centers",CH,sf-109983.dynamicstocloud.com:49000,,,5,,country_expansion_v5_ch
"Managing Users, Profiles, and Role Centers - LS Retail",CH,help.lscentral140.lsretail.com,,,5,,country_expansion_v5_ch
Puma Energy,CH,,Oil & Gas,,5,,theirstack_europe_batch1
Über Uns – navconsulting GmbH,CH,www.navconsulting.de,,,5,,country_expansion_v6_ch
Hire Microsoft Navision Consultants and Dynamics NAV Developers,CI,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_ci
Learn NAV Programming Language : C/AL - Navision Planet,CI,www.navisionplanet.com,,,5,,country_expansion_v6_ci
Telia Elfenbenskysten,CI,,Telecom,,5,,theirstack_final_batch1
Captology Es,CL,captology.es,,,5,,global_jobs
Conectacuenca Cl,CL,conectacuenca.cl,,,5,,global_jobs
Consultorianavision Com,CL,consultorianavision.com,,,5,,global_jobs
Dynamics Connect Co Uk,CL,dynamics-connect.co.uk,,,5,,global_jobs
Dynamicsfanatics Com,CL,dynamicsfanatics.com,,,5,,global_jobs
Dynamicssmartz Com,CL,dynamicssmartz.com,,,5,,global_jobs
Dynamicssquare Com,CL,dynamicssquare.com,,,5,,global_jobs
Empresas que utilizanDynamicsNavision,CL,formatalent.com,,,5,,global_jobs
Exceliaconsulting Com,CL,exceliaconsulting.com,,,5,,global_jobs
Expert Microsoft Dynamics NAVISION Consulting Services,CL,itransfluence.com,,,5,,country_expansion_v6_cl
Eynasofteam Com,CL,eynasofteam.com,,,5,,global_jobs
Go Erp Eu,CL,go-erp.eu,,,5,,global_jobs
Hire Microsoft Navision Consultants and Dynamics NAV Developers,CL,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_cl
Leyesytecnologia Com,CL,leyesytecnologia.com,,,5,,global_jobs
MicrosoftDynamicsNav- CONSULTORÍA NAVISION,CL,consultorianavision.com,,,5,,global_jobs
Navision| TCServi,CL,tcservi.com,,,5,,global_jobs
Navision¿qué es? | Microsoft Dynamics NAV,CL,ceieu.com,,,5,,global_jobs
Se necesita urgente! Trabajo de consultor navision: 280 ofertas ...,CL,es.jobsora.com,,,5,,country_expansion_v6_cl
Ugma Com Mx,CL,ugma.com.mx,,,5,,global_jobs
Hire Microsoft Navision Consultants and Dynamics NAV Developers,CM,www.hiredynamicsdevelopers.com,,,5,,country_expansion_v6_cm
Learn NAV Programming Language : C/AL - Navision Planet,CM,www.navisionplanet.com,,,5,,country_expansion_v6_cm
Telia Cameroun,CM,,Telecom,,5,,theirstack_final_batch1
Add Windows User With Permissions Using SQL Query of Dynamics NAV,CN,www.navuser.com,,,5,,country_expansion_v5_cn
Alibaba,CN,,Technology,,5,,theirstack_asia_batch2
Buy ms dynamics navision Software Solutions | Bettersoft Inc,CN,www.alibaba.com,,,5,,country_expansion_v5_cn
CNOOC,CN,,Oil & Gas,,5,,theirstack_asia_batch2
ChemChina,CN,,Chemicals,,5,,theirstack_asia_batch2
ChemChina Group,CN,,Chemicals,,5,,theirstack_asia_batch2
China National Chemical,CN,,Chemicals,,5,,theirstack_asia_batch2
China National Petroleum,CN,,Oil & Gas,,5,,theirstack_asia_batch2
China Petrochemical,CN,,Chemicals,,5,,theirstack_asia_batch2
China Petroleum,CN,,Oil & Gas,,5,,theirstack_asia_batch2
Haier,CN,,Manufacturing,,5,,theirstack_asia_batch2
Hisense,CN,,Technology,,5,,theirstack_asia_batch2
Huawei,CN,,Technology,,5,,theirstack_asia_batch2
Kweichow Moutai,CN,,Food & Beverage,,5,,theirstack_asia_batch2
Lenovo,CN,,Technology,,5,,theirstack_asia_batch2
Luzhou Laojiao,CN,,Food & Beverage,,5,,theirstack_asia_batch2
MICROSOFT BUSINESS SOLUTIONS—NAVISION,CN,download.microsoft.com,,,5,,country_expansion_v5_cn
"Managing Users, Profiles, and Role Centers",CN,sf-109983.dynamicstocloud.com:49000,,,5,,country_expansion_v5_cn
"Managing Users, Profiles, and Role Centers - LS Retail",CN,help.lscentral140.lsretail.com,,,5,,country_expansion_v5_cn
Moutai Group,CN,,Food & Beverage,,5,,theirstack_asia_batch2
New-NAVServerUser (Microsoft.Dynamics.Nav.Management) - Dynamics NAV,CN,learn.microsoft.com,,,5,,country_expansion_v5_cn
PetroChina,CN,,Oil & Gas,,5,,theirstack_asia_batch2
Pinduoduo,CN,,Retail,,5,,theirstack_asia_batch2
Sany Heavy Industry,CN,,Manufacturing,,5,,theirstack_asia_batch2
Sinochem,CN,,Chemicals,,5,,theirstack_asia_batch2
Sinochem Holdings,CN,,Chemicals,,5,,theirstack_asia_batch2
Sinopec,CN,,Oil & Gas,,5,,theirstack_asia_batch2
Tencent,CN,,Technology,,5,,theirstack_asia_batch2
Wuliangye,CN,,Food & Beverage,,5,,theirstack_asia_batch2
XCMG,CN,,Manufacturing,,5,,theirstack_asia_batch2
Xiaomi,CN,,Technology,,5,,theirstack_asia_batch2
Yanghe,CN,,Food & Beverage,,5,,theirstack_asia_batch2
Zoomlion,CN,,Manufacturing,,5,,theirstack_asia_batch2
Advancesoluciones Com,CO,advancesoluciones.com,,,5,,global_jobs
Axial Erp Co,CO,axial-erp.co,,,5,,global_jobs
Consultorianavision Com,CO,consultorianavision.com,,,5,,global_jobs
Contact - Navision Shipping,CO,www.navisionshipping.com,,,5,,country_expansion_v6_co
Contact - NavisionGroup,CO,navisiongroup.com,,,5,,country_expansion_v6_co
Dynamics Connect Co Uk,CO,dynamics-connect.co.uk,,,5,,global_jobs
Exceliaconsulting Com,CO,exceliaconsulting.com,,,5,,global_jobs
