name,country,industry,evidence_type,evidence,confidence,source,website,source_url,discovered,quality_reason
Region Västmanland,SE,Government,theirstack,TheirStack technology detection - 3600 employees,5,TheirStack,,https://theirstack.com/en/technology/navision/se,2026-04-11T12:07:59.308450Z,GOOD: theirstack.*technology.*detection
Grundéns,SE,Retail,theirstack,TheirStack technology detection - 65 employees,5,TheirStack,,https://theirstack.com/en/technology/navision/se,2026-04-11T12:07:59.308273Z,GOOD: theirstack.*technology.*detection
Anticimex,SE,Consumer Services,theirstack,TheirStack technology detection - 10000 employees,5,TheirStack,,https://theirstack.com/en/technology/navision/se,2026-04-11T12:07:59.308213Z,GOOD: theirstack.*technology.*detection
AddSecure,SE,IT Services,theirstack,TheirStack technology detection - 1000 employees,5,TheirStack,,https://theirstack.com/en/technology/navision/se,2026-04-11T12:07:59.308092Z,GOOD: theirstack.*technology.*detection
Intrum,SE,Financial Services,theirstack,TheirStack technology detection - 6500 employees,5,TheirStack,,https://theirstack.com/en/technology/navision/se,2026-04-11T12:07:59.307992Z,GOOD: theirstack.*technology.*detection
Bergen Kommune,NO,Government,theirstack,TheirStack technology detection - 16000 employees,5,TheirStack,,https://theirstack.com/en/technology/navision/no,2026-04-11T12:07:59.307660Z,GOOD: theirstack.*technology.*detection
DeepOcean,NO,Oil and Gas,theirstack,TheirStack technology detection - 1700 employees,5,TheirStack,,https://theirstack.com/en/technology/navision/no,2026-04-11T12:07:59.306507Z,GOOD: theirstack.*technology.*detection
Tso De,ZA,,case_study,Case study: Navision| What is MicrosoftNavision? | TSO-DATA,5,global_jobs,tso.de,https://www.tso.de/en/glossary/navision/,2026-04-11T10:41:55.401278Z,GOOD: case study
Firma Egospodarka Pl,PL,,case_study,Case study: NAVISION.PL SP. Z O.O. w mieście Szczecin (zachodniopomorskie),5,global_jobs,firma.egospodarka.pl,"https://www.firma.egospodarka.pl/raporty-o-firmach/firma,21623439,navision-pl-sp-z-o-o.html",2026-04-11T10:12:35.545304Z,GOOD: case study
Casestudies Com,US,,case_study,Case study: Altus DynamicsCaseStudy: Avon Maitland District School Board – …,5,global_jobs,casestudies.com,https://www.casestudies.com/company/altus-dynamics/case-study/avon-maitland-district-school-board-selects-microsoft-navision-and-altus-dynamics,2026-04-11T10:12:05.627796Z,GOOD: case study
About Us,PL,,case_study,Case study: About Us - History and experience inDynamicsNAV/BC | NAVISION.PL,5,global_jobs,navision.pl,https://navision.pl/en/about,2026-04-11T07:52:25.522941Z,GOOD: case study
Docplayer Dk,DK,,case_study,Case study: Vejledning i årsafslutning 2014 iNavisionStat Selvejer-udgave,5,global_jobs,docplayer.dk,https://docplayer.dk/1427184-Vejledning-i-aarsafslutning-2014-i-navision-stat-selvejer-udgave.html,2026-04-11T07:04:15.034904Z,GOOD: case study
Consultorianavision Com,ES,,case_study,Case study: MicrosoftDynamicsNav- CONSULTORÍA NAVISION,5,global_jobs,consultorianavision.com,https://www.consultorianavision.com/,2026-04-11T06:28:53.774260Z,GOOD: case study
Ekamat Es,ES,,case_study,Case study: Navision |DynamicsNAV- Software de gestión ERP para …,5,global_jobs,ekamat.es,https://ekamat.es/navision/,2026-04-11T06:28:53.774111Z,GOOD: case study
MicrosoftDynamicsNAV- Navision,FR,,case_study,Case study: MicrosoftDynamicsNAV- Navision - ERP international,5,global_jobs,dynamicsinternational.com,https://dynamicsinternational.com/solutions/dynamics-nav/,2026-04-11T06:28:42.184528Z,GOOD: case study
"NavisionIndia- Overview, News & Similar companies",IN,,case_study,"Case study: NavisionIndia- Overview, News & Similar companies - ZoomInfo",5,global_jobs,zoominfo.com,https://www.zoominfo.com/c/navision-india/454620039,2026-04-11T06:10:48.008331Z,GOOD: case study
Axial Erp Co,PE,,case_study,Case study: MicrosoftNavisiono Microsoft Dynamics NAV: Una solución ERP para …,5,global_jobs,axial-erp.co,https://axial-erp.co/erp/microsoft-navision-o-microsoft-dynamics-nav-una-solucion-erp-para-la-gestion-empresarial/,2026-04-11T06:02:45.911419Z,GOOD: case study
Ugma Com Mx,CL,,case_study,Case study: ¿Qué es Microsoft Dynamics NAV y por qué tuempresa…,5,global_jobs,ugma.com.mx,https://ugma.com.mx/que-es-microsoft-dynamics-nav-y-por-que-tu-empresa-lo-necesita/,2026-04-11T05:25:15.653990Z,GOOD: case study
Elian Solutions Com,BE,,case_study,Case study: Productonstudycase- Elian Solutions -NavisionNAV …,5,global_jobs,elian-solutions.com,https://www.elian-solutions.com/references/case-studies/producton-study-case/,2026-04-11T05:23:50.306734Z,GOOD: case study
Amazon De,DE,,case_study,Case study: Ein praxisorientierter Einstieg in MicrosoftNavision: Eine ...,5,global_jobs,amazon.de,https://www.amazon.de/praxisorientierter-Einstieg-Microsoft-Navision-Hochschularbeit/dp/3639113284,2026-04-11T05:23:28.454812Z,GOOD: case study
Casodeéxito – Distribución (Navision),AR,,case_study,Case study: Casodeéxito – Distribución (Navision) - olivia.es,5,global_jobs,olivia.es,https://olivia.es/case-studie/caso-de-exito-distribucion-navision/,2026-04-11T04:48:45.989992Z,GOOD: case study
Rejestr Io,PL,,case_study,Case study: NAVISION.PL | Rejestr.io,5,global_jobs,rejestr.io,https://rejestr.io/krs/761201,2026-04-11T03:43:02.248953Z,GOOD: case study
PeritajedeNavision. Otrocasodeéxito.,AR,,case_study,Case study: PeritajedeNavision. Otrocasodeéxito. - Peritajes & Peritos,5,global_jobs,peritajes-peritos.es,https://peritajes-peritos.es/articulos/articulo-peritaje-peritaje-de-navision-otro-caso-de-xito-/,2026-04-11T03:25:59.805425Z,GOOD: case study
Dynamics NAV konsult,SE,,case_study,Case study: Dynamics NAV konsult - Anlita konsult med expertis inom ERP,5,global_jobs,rightpeoplegroup.com,https://rightpeoplegroup.com/sv/dynamics-nav-experter/dynamics-nav-konsult,2026-04-11T03:05:33.071642Z,GOOD: case study
Nevastech Com,DK,,case_study,Case study: Top 7 Things Dynamics NAV Users Should Know Before …,5,global_jobs,nevastech.com,https://www.nevastech.com/blog/top-7-things-dynamics-nav-users-should-know-before-upgrading/,2026-04-11T03:05:22.434184Z,GOOD: case study
Dynamics NAV: The 3 T’s ofGo-LiveSuccess,US,,case_study,Case study: Dynamics NAV: The 3 T’s ofGo-LiveSuccess - ArcherPoint,5,global_jobs,archerpoint.com,https://archerpoint.com/dynamics-nav-the-3-ts-of-go-live-success/,2026-04-11T01:25:09.228235Z,GOOD: case study
NavisionERP systeem,NL,,case_study,Case study: NavisionERP systeem - HB Smarttrade,5,global_jobs,hbsmarttrade.com,https://hbsmarttrade.com/software/navision-erp-systeem.php,2026-04-11T01:06:14.472357Z,GOOD: case study
Insightdata Be,BE,,case_study,Case study: Navision- insightdata.be,5,global_jobs,insightdata.be,https://www.insightdata.be/en/integrations/navision-financial-and-operational-reporting,2026-04-11T00:57:18.476729Z,GOOD: case study
Canadacompanyregistry Com,CA,,case_study,Case study: NAVISIONCANADAINC. |CanadaCorporation Directory,5,global_jobs,canadacompanyregistry.com,https://www.canadacompanyregistry.com/companies/navision-canada-inc/,2026-04-11T00:49:00.829289Z,GOOD: case study
MicrosoftNavisionin Brazil's ERP Market | PDF,BR,,case_study,Case study: MicrosoftNavisionin Brazil's ERP Market | PDF - Scribd,5,global_jobs,scribd.com,https://www.scribd.com/document/109895703/net-curitiba-20121013-145115,2026-04-11T00:40:35.537033Z,GOOD: case study
Community Dynamics Com,US,,case_study,Case study: Microsoft support timeline for Dynamics NAV,5,global_jobs,community.dynamics.com,https://community.dynamics.com/blogs/post/?postid=90bcd6a1-dbfb-404f-b221-e08d49a85dd7,2026-04-11T00:39:04.800142Z,GOOD: case study
E-commerce voor MicrosoftDynamicsNAV(Navision),BE,,case_study,Case study: E-commerce voor MicrosoftDynamicsNAV(Navision) - DynamicWeb,5,global_jobs,dynamicweb.nl,https://dynamicweb.nl/oplossingen/ecommerce-voor-dynamics-nav,2026-04-11T00:38:56.141958Z,GOOD: case study
Addendanalytics Com,IN,,case_study,Case study: Microsoft Navision ERP | MsDynamicsNav- Addend Analytics,5,global_jobs,addendanalytics.com,https://addendanalytics.com/dynamics-nav-erp,2026-04-11T00:30:57.337872Z,GOOD: case study
Démarrer rapidement avec Dynamics NAV,FR,,case_study,Case study: Démarrer rapidement avec Dynamics NAV - DelphisoftFrance,5,global_jobs,delphisoft.fr,https://www.delphisoft.fr/solutions/microsoft-dynamics-nav/videos-microsoft-dynamics-nav/demarrer-rapidement-avec-dynamics-nav,2026-04-11T00:30:36.756246Z,GOOD: case study
Navigating the MicrosoftNavisionEnd of Life,UK,,case_study,Case study: Navigating the MicrosoftNavisionEnd of Life - Intech Systems,5,global_jobs,intech-systems.com,https://intech-systems.com/navigating-the-microsoft-navision-end-of-life/,2026-04-11T00:30:15.329752Z,GOOD: case study
Advancesoluciones Com,CO,,case_study,Case study: Software ERP Microsoft Dynamics NAV (Navision),5,global_jobs,advancesoluciones.com,https://www.advancesoluciones.com/soluciones-digitales/erp/navision/,2026-04-11T00:23:12.330777Z,GOOD: case study
Arrival Quality Com,JP,,case_study,Case study: STORY(制作事例) -NAVISION- アライバルクオリティー,5,global_jobs,arrival-quality.com,https://www.arrival-quality.com/storypost/19748/,2026-04-11T00:22:10.111998Z,GOOD: case study
Website koppelen aan MicrosoftDynamicsNavision,BE,,case_study,Case study: Website koppelen aan MicrosoftDynamicsNavision - IDcreation,5,global_jobs,idcreation.be,https://www.idcreation.be/nl/website-koppelen-microsoft-dynamics-navision,2026-04-11T00:21:00.817442Z,GOOD: case study
Navisiontech Com,NO,,case_study,Case study: Microsoft Dynamics NAV Support by Navisiontech,5,global_jobs,navisiontech.com,https://www.navisiontech.com/dynamics-nav-support-navisiontech/,2026-04-11T00:20:23.943671Z,GOOD: case study
Dynamicssquare Com,CL,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-10T23:46:26.015868Z,GOOD: case study
Dynamicsfanatics Com,CL,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-10T23:46:26.015154Z,GOOD: case study
Dynamics NAV Versions List,DK,,case_study,Case study: Dynamics NAV Versions List - Navision Planet,5,global_jobs,navisionplanet.com,https://www.navisionplanet.com/dynamics-nav-versions-list/,2026-04-10T23:25:35.586936Z,GOOD: case study
DynamicsNav( Navision ) leverandører,DK,,case_study,Case study: DynamicsNav( Navision ) leverandører - DynamicsMagento,5,global_jobs,dynamicsmagento.dk,https://www.dynamicsmagento.dk/dynamics-navision-leverandoerer/,2026-04-10T22:30:09.575045Z,GOOD: case study
DynamicsNAVMigration PitfallsUSA2026,US,,case_study,Case study: DynamicsNAVMigration PitfallsUSA2026 - Navision India,5,global_jobs,navisionindia.in,https://navisionindia.in/blog/dynamics-nav-migration-pitfalls-usa-2026/,2026-04-10T21:15:09.536535Z,GOOD: case study
Bolsa de trabajo paranavisionenMéxico| OCC,MX,,case_study,Case study: Bolsa de trabajo paranavisionenMéxico| OCC - OCCMundial,5,global_jobs,occ.com.mx,https://www.occ.com.mx/empleos/de-navision/permanente/en-mexico,2026-04-10T18:00:20.357683Z,GOOD: case study
RESOLUCIÓNCASON°1 (NavisionTecnology),ES,,case_study,Case study: RESOLUCIÓNCASON°1 (NavisionTecnology) - ClubEnsayos.com,5,global_jobs,clubensayos.com,https://www.clubensayos.com/Negocios/RESOLUCI%C3%93N-CASO-N1-Navision-Tecnology/5072049.html,2026-04-10T17:31:59.107224Z,GOOD: case study
Appvizer Fr,FR,,case_study,Case study: Microsoft Dynamics NAV (Navision) : Progiciel (ERP) …,5,global_jobs,appvizer.fr,https://www.appvizer.fr/operations/erp/microsoft-dynamics-nav,2026-04-10T14:52:31.535768Z,GOOD: case study
Meet Dynamics NAV,NO,,case_study,Case study: Meet Dynamics NAV - Vertex Systems,5,global_jobs,vertexsystems.com,https://vertexsystems.com/wp-content/uploads/2020/07/Microsoft-Dynamics-NAV-Complete-User-Guide.pdf,2026-04-10T13:10:34.427129Z,GOOD: case study
Profikurs Microsoft Dynamics NAV: Einführung,DE,,case_study,Case study: Profikurs Microsoft Dynamics NAV: Einführung - Springer,5,global_jobs,link.springer.com,https://link.springer.com/book/10.1007/978-3-8348-9535-6,2026-04-10T12:15:08.995206Z,GOOD: case study
Kube Systems,ES,,case_study,Case study: NavisionERP: Evolución y Transformación Digital 2026,5,global_jobs,kube.systems,https://kube.systems/navision-erp/,2026-04-10T11:39:55.832105Z,GOOD: case study
Dynamics NAV,DK,,case_study,Case study: Dynamics NAV - Microsofts ERP løsning - Vision Data,5,global_jobs,visiondata.dk,https://visiondata.dk/produkter/dynamics-nav.html,2026-04-10T11:38:28.872531Z,GOOD: case study
Microchannel Asia,KR,,case_study,Case study: Navision- Now Microsoft Dynamics NAV | MicroChannel,5,global_jobs,microchannel.asia,https://www.microchannel.asia/microsoft-dynamics-nav/navision/,2026-04-10T10:00:32.627664Z,GOOD: case study
Sabrelimited Com,DK,,case_study,Case study: What Is Microsoft Dynamics NAV? The Complete Guide,5,global_jobs,sabrelimited.com,https://www.sabrelimited.com/blogs/what-is-microsoft-dynamics-nav/,2026-04-10T09:49:46.262132Z,GOOD: case study
Flexiclosing Pl,PL,,case_study,Case study: Czym jestNavisionw księgowości? | FLEXICLOSING,5,global_jobs,flexiclosing.pl,https://flexiclosing.pl/ksiegowa-navision/,2026-04-10T09:04:44.293203Z,GOOD: case study
Navisionrozpoczął działalność w Polsce,PL,,case_study,Case study: Navisionrozpoczął działalność w Polsce - Puls Biznesu - pb.pl,5,global_jobs,pb.pl,https://www.pb.pl/navision-rozpoczal-dzialalnosc-w-polsce-20603,2026-04-10T07:34:34.980639Z,GOOD: case study
Dynamics Connect Co Uk,PE,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-10T07:18:02.080061Z,GOOD: case study
Nav24 Pl,PL,,case_study,Case study: Navisioni Microsoft Dynamics NAV – fundamenty nowoczesnego …,5,global_jobs,nav24.pl,https://nav24.pl/navision-i-microsoft-dynamics-nav-fundamenty-nowoczesnego-systemu-erp/,2026-04-10T07:16:37.816799Z,GOOD: case study
Rapidionline Com,FR,,case_study,Case study: Étudedecas- REMA1000 Réplicateur pour Microsoft Dynamics NAV,5,global_jobs,rapidionline.com,https://www.rapidionline.com/fr/lp/case-story-rema1000-replicator-microsoft-dynamics,2026-04-10T06:58:24.913150Z,GOOD: case study
"Formation Dynamics NAV éligible OPCO, CPF,Francetravail",FR,,case_study,"Case study: Formation Dynamics NAV éligible OPCO, CPF,Francetravail - Pôle …",5,global_jobs,fr.optedif-formation.fr,https://fr.optedif-formation.fr/formation/formation-dynamics-nav/,2026-04-10T06:58:24.912942Z,GOOD: case study
Dynamics Connect Co Uk,CO,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-10T06:32:44.591131Z,GOOD: case study
Kube Systems,CO,,case_study,Case study: NavisionERP: Evolución y Transformación Digital 2026,5,global_jobs,kube.systems,https://kube.systems/navision-erp/,2026-04-10T06:05:24.306105Z,GOOD: case study
MicrosoftDynamicsNav- CONSULTORÍA NAVISION,CL,,case_study,Case study: MicrosoftDynamicsNav- CONSULTORÍA NAVISION - EVOTEC,5,global_jobs,consultorianavision.com,https://www.consultorianavision.com/,2026-04-10T06:05:16.314381Z,GOOD: case study
Kube Systems,PE,,case_study,Case study: NavisionERP: Evolución y Transformación Digital 2026,5,global_jobs,kube.systems,https://kube.systems/navision-erp/,2026-04-10T05:55:54.382499Z,GOOD: case study
Empresas que utilizanDynamicsNavision,CL,,case_study,Case study: Empresas que utilizanDynamicsNavision - Formatalent,5,global_jobs,formatalent.com,https://formatalent.com/empresas-que-utilizan-dynamics-navision/,2026-04-10T05:55:42.906693Z,GOOD: case study
Consultorianavision Com,CL,,case_study,Case study: MicrosoftDynamicsNav- CONSULTORÍA NAVISION,5,global_jobs,consultorianavision.com,https://www.consultorianavision.com/,2026-04-10T05:55:42.903563Z,GOOD: case study
Mprise Nl,NL,,case_study,Case study: Microsoft Dynamics NAV ofNavision- Mprise,5,global_jobs,mprise.nl,https://www.mprise.nl/business-solutions/dynamics-nav-navision,2026-04-10T05:36:50.102525Z,GOOD: case study
Chi Siamo,IT,,case_study,Case study: Chi Siamo - Dynamics Consult,5,global_jobs,dynamicsconsult.com,https://www.dynamicsconsult.com/index.php/dynamics-navision/,2026-04-10T03:30:47.576873Z,GOOD: case study
Leyesytecnologia Com,ES,,case_study,Case study: PeritajedeNavision. Otrocasodeéxito. • Leyes y …,5,global_jobs,leyesytecnologia.com,https://leyesytecnologia.com/peritaje-de-navision-otro-caso-de-exito/,2026-04-10T03:22:17.211221Z,GOOD: case study
Workcentrix De,DE,,case_study,Case study: MicrosoftNavision– workcentrix,5,global_jobs,workcentrix.de,https://workcentrix.de/blog/navision,2026-04-10T03:21:27.038983Z,GOOD: case study
Prodwaregroup Com,DE,,case_study,Case study: Microsoft Dynamics NAV (Navision) | ERP Lösung für den …,5,global_jobs,prodwaregroup.com,https://www.prodwaregroup.com/de-de/loesungen/microsoft-erp-crm-loesungen/microsoft-dynamics-nav/,2026-04-10T03:21:27.038573Z,GOOD: case study
Casestudies Com,UK,,case_study,Case study: Altus DynamicsCaseStudy: Avon Maitland District School Board – …,5,global_jobs,casestudies.com,https://www.casestudies.com/company/altus-dynamics/case-study/avon-maitland-district-school-board-selects-microsoft-navision-and-altus-dynamics,2026-04-10T03:03:19.877475Z,GOOD: case study
Go Erp Eu,CL,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-10T02:47:13.878407Z,GOOD: case study
Dynamicssmartz Com,CL,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-10T02:47:13.878215Z,GOOD: case study
Dynamics Connect Co Uk,CL,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-10T02:47:13.877950Z,GOOD: case study
Naviators Dk,NO,,case_study,Case study: Implementeringog rådgivning af løsninger baseret på Dynamics NAV,5,global_jobs,naviators.dk,https://naviators.dk/,2026-04-10T02:07:58.876484Z,GOOD: case study
Leyesytecnologia Com,PE,,case_study,Case study: PeritajedeNavision- Claves del éxito desde ambos …,5,global_jobs,leyesytecnologia.com,https://leyesytecnologia.com/peritaje-de-navision/,2026-04-10T01:23:17.819826Z,GOOD: case study
Llconsultingservices Com,US,,case_study,"Case study: Microsoft Dynamics NAV Support, Upgrades & Migration",5,global_jobs,llconsultingservices.com,https://www.llconsultingservices.com/microsoft-dynamics-nav-support-upgrades-migration/,2026-04-10T00:52:54.489979Z,GOOD: case study
Insightsoftware Com,CO,,case_study,Case study: Microsoft Dynamics NAV | insightsoftware,5,global_jobs,insightsoftware.com,https://insightsoftware.com/es/solutions/microsoft-dynamics-nav/,2026-04-10T00:45:21.445615Z,GOOD: case study
Strategix Co Za,ZA,,case_study,Case study: Benefits of Microsoft Dynamics NAV |SouthAfrica- Strategix,5,global_jobs,strategix.co.za,https://www.strategix.co.za/blog/dynamics-365-business-central/benefits-of-microsoft-dynamics-nav/,2026-04-10T00:44:42.863670Z,GOOD: case study
Endeavor4Solutions Com,CA,,case_study,Case study: Microsoft Dynamics NAV Training — Endeavor4 -Canada& USA,5,global_jobs,endeavor4solutions.com,https://www.endeavor4solutions.com/nav/nav-training/,2026-04-10T00:44:06.912291Z,GOOD: case study
MicrosoftDynamicsNAV(navision) | programa ERP,ES,,case_study,Case study: MicrosoftDynamicsNAV(navision) | programa ERP - Prodware Group,5,global_jobs,prodwaregroup.com,https://www.prodwaregroup.com/es-es/soluciones/soluciones-erp-crm-microsoft/microsoft-dynamics-nav/,2026-04-10T00:43:46.805814Z,GOOD: case study
How Does theNavisionSystem Work?,UK,,case_study,Case study: How Does theNavisionSystem Work? - Walter & Associates,5,global_jobs,walterassociates.co.uk,https://www.walterassociates.co.uk/how-does-the-navision-system-work/,2026-04-10T00:42:55.837751Z,GOOD: case study
Microsoft Navision End-of-Life Explained,CO,,case_study,Case study: Microsoft Navision End-of-Life Explained - Priority Software,5,global_jobs,priority-software.com,https://www.priority-software.com/blog/microsoft-navision-end-of-life/,2026-04-10T00:35:23.451386Z,GOOD: case study
MicrosoftDynamicsNavNavisionArgentinaUruguay,AR,,case_study,Case study: MicrosoftDynamicsNavNavisionArgentinaUruguay - Soluciones ...,5,global_jobs,voxa.info,http://www.voxa.info/index.php,2026-04-10T00:35:07.844096Z,GOOD: case study
Dynamics NAV,MX,,case_study,Case study: Dynamics NAV - HBE Consuting,5,global_jobs,hbe-consulting.com.mx,https://www.hbe-consulting.com.mx/dynamics-nav/,2026-04-10T00:34:58.544901Z,GOOD: case study
Help Factorialhr Com,BR,,case_study,Case study: Integração com o Microsoft Dynamics NAV (NavisionOn-Premise),5,global_jobs,help.factorialhr.com,https://help.factorialhr.com/pt_PT/integracoes-marketplace/factorial-%E2%80%93-microsoft-dynamics-nav-integration-navision-on-premise,2026-04-10T00:34:49.875579Z,GOOD: case study
MicrosoftNavisionEnd-of-Life Explained,ZA,,case_study,Case study: MicrosoftNavisionEnd-of-Life Explained - Priority Software,5,global_jobs,priority-software.com,https://www.priority-software.com/blog/microsoft-navision-end-of-life/,2026-04-10T00:34:42.188482Z,GOOD: case study
